,Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
1981,2016-04-16 21:24:04,Cash,Household,Toiletries,sensodyne toothbrush,50.0,Expense,INR
1982,2016-04-15 07:04:48,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
1997,2016-03-31 10:25:01,Saving Bank account 1,Salary,Unknown,From workplace ,70806.0,Income,INR
1998,2016-03-29 05:35:43,Cash,Other,Unknown,owalni,100.0,Expense,INR
1999,2016-03-28 15:20:05,Saving Bank account 1,Other,Unknown,hit spray(99)+biscuits+mask,159.0,Expense,INR
2000,2016-03-22 14:53:55,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR
2001,2016-03-21 04:26:41,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2002,2016-03-20 12:05:32,Cash,Food,Grocery,sambhar masala,35.0,Expense,INR
2003,2016-03-20 12:05:13,Cash,Other,Unknown,print out,5.0,Expense,INR
2004,2016-03-16 12:44:04,Saving Bank account 1,Gift,Unknown,Ganesh murthi,80.0,Expense,INR
2005,2016-03-15 17:08:31,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
2016,2016-02-28 19:38:39,Saving Bank account 1,Food,snacks,biscuits,70.0,Expense,INR
2017,2016-02-28 10:08:09,Cash,Grooming,Saloon,hair cut,100.0,Expense,INR
2018,2016-02-28 10:08:09,Saving Bank account 1,Food,snacks, pedhe,100.0,Expense,INR
2019,2016-02-28 10:07:55,Cash,Other,Unknown,flour mill,11.0,Expense,INR
2020,2016-02-27 07:49:16,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
2021,2016-02-27 07:49:16,Cash,Other,Unknown,moscuito racket,250.0,Expense,INR
2022,2016-02-27 07:49:16,Saving Bank account 1,Food,snacks, pedhe,50.0,Expense,INR
2023,2016-02-26 20:26:07,Saving Bank account 1,Money transfer,Unknown,,10000.0,Expense,INR
2024,2016-02-26 20:25:51,Saving Bank account 1,Salary,Unknown,From workplace ,49806.0,Income,INR
2025,2016-02-24 06:35:18,Saving Bank account 1,subscription,Audible,audible subscription,199.0,Expense,INR
2026,2016-02-22 21:02:42,Cash,Food,snacks,5star (2)+munch(2),40.0,Expense,INR
2027,2016-02-22 09:05:19,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR
2028,2016-02-20 19:45:27,Cash,Food,Grocery,biscuits,85.0,Expense,INR
2029,2016-02-14 21:35:26,Cash,Food,Grocery,bread (10)+Cadbury(10)+ cheese + myvaneese+pav bhaji masala,165.0,Expense,INR
2030,2016-02-13 11:14:46,Cash,Transportation,auto,within city,40.0,Expense,INR
2031,2016-02-13 11:14:46,Saving Bank account 1,Health,Health,hand gloves 4 pairs,80.0,Expense,INR
2040,2016-01-31 11:19:58,Saving Bank account 1,Money transfer,Unknown,,10000.0,Expense,INR
2041,2016-01-31 11:17:24,Saving Bank account 1,Salary,Unknown,From workplace ,49806.0,Income,INR
2042,2016-01-26 19:46:26,Saving Bank account 1,subscription,Audible,audible subscription,199.0,Expense,INR
2043,2016-01-22 09:58:13,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR
2044,2016-01-13 12:06:57,Saving Bank account 1,Other,Unknown,wedding gift,45000.0,Income,INR
2060,2015-12-31 17:00:32,Cash,Food,Unknown,cake + balloon (150)+caps(50+40),540.0,Expense,INR
2061,2015-12-31 16:56:24,Saving Bank account 1,Salary,Unknown,From workplace ,77335.0,Income,INR
2062,2015-12-30 17:31:33,Cash,Food,Unknown,cake advance,100.0,Expense,INR
2063,2015-12-30 17:30:28,Cash,Beauty,Makeup,hair cut+shaving+dye+facial,2000.0,Expense,INR
2064,2015-12-26 23:53:57,Cash,Other,Unknown,flour mill,28.0,Expense,INR
2065,2015-12-26 07:27:26,Saving Bank account 1,Other,Unknown,audible subscription,199.0,Expense,INR
2066,2015-12-25 17:24:50,Saving Bank account 1,Apparel,Footwear,sliper,270.0,Expense,INR
2067,2015-12-25 17:24:24,Cash,Household,Kitchen,dustbin bags,50.0,Expense,INR
2068,2015-12-21 23:18:19,Saving Bank account 1,Other,Unknown,kindle unlimited,169.0,Expense,INR
2069,2015-12-20 09:08:55,Saving Bank account 1,Gift,Unknown,secret Santa - diary,465.0,Expense,INR
2070,2015-12-19 22:28:38,Cash,Food,Eggs,,80.0,Expense,INR
2071,2015-12-19 21:14:02,Saving Bank account 1,Health,Medicine,hand sanitizer,220.0,Expense,INR
2072,2015-12-19 14:20:11,Saving Bank account 1,Health,Medicine,eye drop maxmoist,235.0,Expense,INR
2089,2015-11-30 11:30:45,Saving Bank account 1,Salary,Unknown,From workplace ,49806.0,Income,INR
2090,2015-11-29 09:27:52,Cash,Transportation,auto,,50.0,Expense,INR
2091,2015-11-29 09:27:52,Cash,Transportation,auto,,30.0,Expense,INR
2092,2015-11-29 09:27:52,Cash,Transportation,auto,,40.0,Expense,INR
2093,2015-11-27 16:25:01,Cash,Food,snacks,egg roll,25.0,Expense,INR
2094,2015-11-26 06:51:26,Saving Bank account 1,Other,Unknown,audible subscription,199.0,Expense,INR
2095,2015-11-21 21:40:52,Saving Bank account 1,Other,Unknown,Mobile Service Provider recharge wfh,251.0,Expense,INR
2096,2015-11-21 21:39:44,Cash,Food,Eggs,1 dozen,84.0,Expense,INR
2097,2015-11-15 19:52:41,Saving Bank account 1,Bonus,Unknown,Diwali gift,1500.0,Income,INR
2098,2015-11-14 21:38:16,Cash,Other,Unknown,flowers (.5kg)+sweets (.25gm+10/-)+vegetables (1.5kg),310.0,Expense,INR
2111,2015-10-31 19:29:41,Cash,Food,snacks,water bottle + khari sing,70.0,Expense,INR
2112,2015-10-31 19:06:06,Cash,Transportation,auto,b45 to Pandya bridge,71.0,Expense,INR
2113,2015-10-31 19:05:50,Cash,Food,Tea,,10.0,Expense,INR
2114,2015-10-31 12:09:14,Saving Bank account 1,Salary,Unknown,From workplace ,49806.0,Income,INR
2115,2015-10-31 12:08:54,Cash,Food,snacks,sweats,250.0,Expense,INR
2116,2015-10-31 09:27:05,Cash,Health,Health,face mask,150.0,Expense,INR
2117,2015-10-31 09:26:37,Cash,Transportation,auto,golden circle to b45,180.0,Expense,INR
2118,2015-10-30 14:13:06,Cash,Beauty,grooming,hair cut,50.0,Expense,INR
2119,2015-10-30 06:35:12,Cash,Transportation,auto,Permanent Residence to kacheri,30.0,Expense,INR
2120,2015-10-29 10:17:09,Saving Bank account 1,Transportation,Bus,redbus - brc to Place 2,665.0,Expense,INR
2121,2015-10-28 21:38:44,Saving Bank account 1,Gift,Unknown,to Family,1000.0,Expense,INR
2122,2015-10-28 21:28:33,Cash,Transportation,Bus,Place 2 to brc travels,660.0,Expense,INR
2123,2015-10-27 07:48:06,Saving Bank account 1,Other,Unknown,audible subscription,199.0,Expense,INR
2124,2015-10-25 17:55:32,Cash,Household,Kitchen,Sapat Parivar Tea half kg,240.0,Expense,INR
2125,2015-10-24 18:57:36,Cash,Household,Appliances,plumber,100.0,Expense,INR
2126,2015-10-23 14:30:42,Cash,Transportation,auto,mandir to hospital,20.0,Expense,INR
2127,2015-10-23 08:23:53,Cash,Other,Unknown,hanger clips,40.0,Expense,INR
2128,2015-10-22 13:10:06,Saving Bank account 1,Other,Unknown,Mobile Service Provider recharge wfh,251.0,Expense,INR
2129,2015-10-21 18:16:08,Cash,Other,Unknown,toll+petrol,500.0,Expense,INR
2130,2015-10-18 21:35:17,Saving Bank account 1,Apparel,Clothing,belt + socs,1479.0,Expense,INR
2131,2015-10-18 21:35:17,Saving Bank account 1,Transportation,Taxi,Ola - Place 1 to Place 5 to and fro,803.0,Expense,INR
2132,2015-10-18 21:35:17,Cash,Money transfer,Unknown,,2000.0,Expense,INR
2141,2015-09-30 14:25:08,Saving Bank account 1,Salary,Unknown,From workplace ,49806.0,Income,INR
2142,2015-09-30 14:24:23,Cash,Other,Unknown,phone cover,100.0,Expense,INR
2143,2015-09-28 10:54:06,Cash,Other,Unknown,Mobile Service Provider sim card,350.0,Expense,INR
2144,2015-09-28 10:53:25,Cash,Health,Health,6 pairs of use and throw gloves,120.0,Expense,INR
2145,2015-09-28 10:52:49,Cash,Health,Health,2 n95 masks,300.0,Expense,INR
2146,2015-09-27 10:54:06,Saving Bank account 1,Other,Unknown,audible subscription,199.0,Expense,INR
2147,2015-09-26 08:24:14,Cash,Other,Unknown,shoe polish,30.0,Expense,INR
2148,2015-09-21 08:10:16,Saving Bank account 1,Other,Unknown,Mobile Service Provider fi router,2099.0,Expense,INR
2157,2015-08-31 13:33:18,Saving Bank account 1,Salary,Unknown,From workplace ,49806.0,Income,INR
2158,2015-08-31 11:48:23,Saving Bank account 1,Money transfer,Unknown,,10000.0,Expense,INR
2159,2015-08-31 07:47:33,Saving Bank account 1,Other,Unknown,Screw driver kit,287.0,Expense,INR
2160,2015-08-30 13:18:42,Saving Bank account 1,Other,Unknown,all out refill,72.0,Expense,INR
2161,2015-08-28 09:38:54,Saving Bank account 1,Other,Unknown,audible subscription,199.0,Expense,INR
2162,2015-08-14 09:22:01,Saving Bank account 1,Household,Kitchen,mixer Philips 7756,3499.0,Expense,INR
2163,2015-08-13 09:41:07,Saving Bank account 1,Other,Unknown,internet renewal (3 months pack),1450.0,Expense,INR
2173,2015-07-31 14:38:08,Saving Bank account 1,Salary,Unknown,From workplace ,47859.0,Income,INR
2174,2015-07-29 14:36:01,Saving Bank account 1,Other,Unknown,audible subscription,199.0,Expense,INR
2175,2015-07-19 22:24:35,Saving Bank account 1,Other,Unknown,Mobile Service Provider recharge 365 days,2599.0,Expense,INR
2187,2015-06-30 09:53:35,Saving Bank account 1,Salary,Unknown,From workplace ,47859.0,Income,INR
2188,2015-06-29 09:53:35,Saving Bank account 1,Other,Unknown,Amazon prime,199.0,Expense,INR
2189,2015-06-23 09:53:35,Saving Bank account 1,Other,Unknown,Amazon prime,999.0,Expense,INR
2199,2015-05-31 21:44:54,Saving Bank account 1,Household,Appliances,electricity bill,2671.0,Expense,INR
2200,2015-05-31 12:02:40,Saving Bank account 1,Salary,Unknown,From workplace ,47859.0,Income,INR
2201,2015-05-31 12:02:40,Saving Bank account 1,Money transfer,Unknown,,10000.0,Expense,INR
2202,2015-05-17 17:57:12,Saving Bank account 1,Transportation,Taxi,BR to mumbai,6000.0,Expense,INR
2203,2015-05-16 14:52:42,Saving Bank account 1,Other,Unknown,splitwise settlement,607.0,Expense,INR
2204,2015-05-16 11:24:35,Cash,Food,fruits,bananas 1 kg,20.0,Expense,INR
2205,2015-05-16 11:24:15,Saving Bank account 1,Food,Milk,milk half shakti,26.0,Expense,INR
2206,2015-05-15 07:33:09,Saving Bank account 1,Food,Milk,milk half shakti,26.0,Expense,INR
2207,2015-05-14 10:38:24,Saving Bank account 1,Other,Unknown,internet renewal (3 months pack),1450.0,Expense,INR
2208,2015-05-13 08:32:03,Cash,Health,Health,N95 mask,250.0,Expense,INR
2209,2015-05-13 08:31:49,Saving Bank account 1,Food,Milk,milk half shakti,26.0,Expense,INR
2232,2015-04-28 15:44:31,Saving Bank account 1,Salary,Unknown,From workplace ,49306.0,Income,INR
2233,2015-04-28 08:43:51,Cash,Food,Milk,milk half gold,28.0,Expense,INR
2234,2015-04-26 10:48:25,Cash,Other,Unknown,stationary (drawing book + black sketch pen),59.0,Expense,INR
2235,2015-04-26 10:48:00,Saving Bank account 1,Food,Grocery,eggs + bread,110.0,Expense,INR
2236,2015-04-26 09:06:04,Saving Bank account 1,Food,Dinner,srikhand,114.0,Expense,INR
2237,2015-04-24 09:25:33,Saving Bank account 1,Food,Grocery,snacks + veggie,420.0,Expense,INR
2238,2015-04-23 13:00:42,Cash,Food,Milk,milk half gold,56.0,Expense,INR
2239,2015-04-18 10:33:50,Saving Bank account 1,Other,Unknown,hair oil,180.0,Expense,INR
2240,2015-04-18 10:33:25,Saving Bank account 1,Food,Grocery,snacks,324.0,Expense,INR
2241,2015-04-14 12:24:47,Saving Bank account 1,Other,Unknown,covid19 donation to PM fund,500.0,Expense,INR
2242,2015-04-13 12:24:47,Saving Bank account 1,Investment,Mutual fund, mutual fund,1000.0,Expense,INR
2243,2015-04-13 12:24:47,Saving Bank account 1,Recurring Deposit,Unknown,,1000.0,Expense,INR
2256,2015-03-31 13:00:05,Saving Bank account 1,Salary,Unknown,From workplace ,70806.0,Income,INR
2257,2015-03-29 20:08:01,Cash,Health,Medicine,kala hit,269.0,Expense,INR
2258,2015-03-29 20:06:39,Cash,Food,Grocery,,150.0,Expense,INR
2259,2015-03-25 14:02:02,Cash,water (jar /tanker),Unknown,,20.0,Expense,INR
2260,2015-03-24 08:52:41,Cash,Food,Milk,,26.0,Expense,INR
2261,2015-03-23 13:19:44,Credit Card,Food,Grocery,,433.8,Expense,INR
2262,2015-03-23 13:17:56,Cash,water (jar /tanker),Unknown,refilling,20.0,Expense,INR
2263,2015-03-20 21:36:58,Cash,Apparel,Laundry,dry cleaning,100.0,Expense,INR
2264,2015-03-20 19:08:18,Credit Card,Health,Hospital,dentist check-up,3700.0,Expense,INR
2265,2015-03-19 16:08:23,Cash,Household,Kitchen,cooker ring,50.0,Expense,INR
2266,2015-03-18 18:27:14,Cash,Food,snacks,samosa+tea+veg cheese grill sandwich,53.0,Expense,INR
2267,2015-03-18 13:22:02,Cash,Food,Lunch,dal fry and chapati,25.0,Expense,INR
2268,2015-03-18 10:56:33,Cash,Food,breakfast,aloo paratha,20.0,Expense,INR
2269,2015-03-18 09:25:24,Cash,Food,Milk,,26.0,Expense,INR
2270,2015-03-17 16:21:18,Cash,Other,Unknown,laptop repair,450.0,Expense,INR
2271,2015-03-16 21:30:08,Cash,Health,Hospital,dentist check-up,1000.0,Expense,INR
2272,2015-03-16 16:38:08,Cash,Food,Tea,,20.0,Expense,INR
2273,2015-03-15 18:39:12,Cash,Apparel,Clothing,altering,30.0,Expense,INR
2274,2015-03-15 18:38:29,Cash,Food,Milk,shakti + bread,36.0,Expense,INR
2275,2015-03-15 18:38:44,Cash,Other,Unknown,cycle air pumping,5.0,Expense,INR
2276,2015-03-14 19:21:18,Cash,Apparel,Laundry,ironing,40.0,Expense,INR
2277,2015-03-14 09:11:06,Cash,Food,Milk,,26.0,Expense,INR
2278,2015-03-13 15:01:05,Cash,Transportation,auto,to office,10.0,Expense,INR
2317,2015-02-28 17:30:58,Saving Bank account 1,Salary,Unknown,From workplace ,49806.0,Income,INR
2318,2015-02-28 11:33:42,Cash,Food,Milk,,26.0,Expense,INR
2319,2015-02-28 17:48:39,Cash,Food,Lunch,chicken thali,55.0,Expense,INR
2320,2015-02-28 17:48:39,Cash,Food,Tea,,20.0,Expense,INR
2321,2015-02-26 20:06:17,Cash,Food,Tea,,6.0,Expense,INR
2322,2015-02-26 20:06:17,Cash,Transportation,auto,office to vasna road,60.0,Expense,INR
2323,2015-02-26 20:05:39,Cash,Food,Grocery,eggs,30.0,Expense,INR
2324,2015-02-26 20:05:31,Cash,Food,Milk,,26.0,Expense,INR
2325,2015-02-24 22:10:01,Cash,Food,Grocery,vegetable,160.0,Expense,INR
2326,2015-02-24 05:47:03,Cash,Transportation,auto,ola auto - BRC to b45,66.0,Expense,INR
2327,2015-02-24 05:46:53,Cash,Food,Tea,,10.0,Expense,INR
2328,2015-02-23 21:15:40,Cash,Transportation,auto,Bandra to Bandra terminus,20.0,Expense,INR
2329,2015-02-23 19:37:47,Cash,Transportation,Train,Place 0 to Bandra,20.0,Expense,INR
2330,2015-02-23 18:39:59,Cash,Apparel,Footwear,shoe polish,20.0,Expense,INR
2331,2015-02-23 15:43:13,Credit Card,Transportation,train,to and fro Mum to BRC,526.0,Expense,INR
2332,2015-02-23 09:19:54,Saving Bank account 1,Other,Unknown,splitwise settlement,4118.0,Expense,INR
2333,2015-02-19 20:52:01,Cash,Health,Health,face mask,45.0,Expense,INR
2334,2015-02-19 20:51:37,Cash,Health,Medicine,koflet,34.0,Expense,INR
2335,2015-02-19 11:38:58,Cash,Food,Unknown,milk 1lit ,60.0,Expense,INR
2336,2015-02-17 08:20:06,Cash,Food,Unknown,dinner,227.0,Expense,INR
2337,2015-02-16 11:38:58,Saving Bank account 1,Food,Unknown,kaju katli 250gm,249.0,Expense,INR
2338,2015-02-16 10:18:40,Cash,Transportation,Unknown,local - Place 0 to Place 5 return,30.0,Expense,INR
2339,2015-02-15 21:37:45,Cash,Household,Unknown,mixer repair,250.0,Expense,INR
2340,2015-02-15 19:57:00,Cash,Other,Unknown,Internet renewal,500.0,Expense,INR
2341,2015-02-15 19:55:31,Cash,Food,Unknown,pani puri,20.0,Expense,INR
2342,2015-02-15 19:54:41,Cash,Transportation,Unknown,local - vadala road to Place 0,15.0,Expense,INR
2343,2015-02-15 19:54:13,Cash,Transportation,Unknown,taxi - dadar to vadala road,34.0,Expense,INR
2344,2015-02-15 08:40:26,Cash,Food,Unknown,tea,20.0,Expense,INR
2345,2015-02-15 08:40:08,Cash,Food,Unknown,bread,15.0,Expense,INR
2346,2015-02-13 09:08:59,Saving Bank account 1,Food,Unknown,chana chat + tea,21.0,Expense,INR
2347,2015-02-13 09:08:59,Cash,Food,Unknown,milk half shakti,27.0,Expense,INR
2382,2015-01-31 16:14:27,Cash,Food,Unknown,bananas,20.0,Expense,INR
2383,2015-01-31 16:14:27,Cash,Food,Unknown,bhindi,40.0,Expense,INR
2384,2015-01-30 23:10:04,Cash,Transportation,Unknown,auto - Genda circle to b45,100.0,Expense,INR
2385,2015-01-30 23:10:04,Cash,Food,Unknown,dinner treat,1004.0,Expense,INR
2386,2015-01-29 07:30:48,Cash,Food,Unknown,milk half shakti,26.0,Expense,INR
2387,2015-01-29 07:30:48,Cash,Food,Unknown,good day biscuits,38.0,Expense,INR
2388,2015-01-29 07:30:48,Cash,Food,Unknown,samosa,15.0,Expense,INR
2389,2015-01-27 18:34:20,Cash,Food,Unknown,chana chat,15.0,Expense,INR
2390,2015-01-27 18:34:10,Cash,Food,Unknown,tea,30.0,Expense,INR
2391,2015-01-26 19:39:39,Cash,Food,Unknown,milk half shakti,26.0,Expense,INR
2392,2015-01-26 07:42:43,Cash,Food,Unknown,paav,30.0,Expense,INR
2393,2015-01-26 07:40:05,Credit Card,Food,Unknown,grocery,311.0,Expense,INR
2394,2015-01-25 18:45:56,Cash,Beauty,Unknown,hair cut,60.0,Expense,INR
2395,2015-01-24 16:17:57,Cash,Food,Unknown,tea,30.0,Expense,INR
2396,2015-01-22 16:44:45,Cash,Food,Unknown,tea,20.0,Expense,INR
2397,2015-01-22 16:44:45,Cash,Food,Unknown,snacks,33.0,Expense,INR
2398,2015-01-21 18:17:03,Cash,Food,Unknown,grocery,120.0,Expense,INR
2399,2015-01-21 18:17:03,Cash,Household,Unknown,broom,60.0,Expense,INR
2400,2015-01-21 18:17:03,Cash,Food,Unknown,samosa + 2 tea,27.0,Expense,INR
2401,2015-01-21 13:12:12,Cash,Transportation,Unknown,train - bdts to brc,264.0,Expense,INR
2402,2015-01-21 13:11:41,Credit Card,Transportation,Unknown,train - brc to mmct,138.0,Expense,INR
2403,2015-01-21 09:32:34,Cash,Food,Unknown,milk half gold,28.0,Expense,INR
2404,2015-01-21 09:05:41,Cash,Food,Unknown,shev,50.0,Expense,INR
2405,2015-01-20 09:32:18,Cash,Food,Unknown,srikhand,65.0,Expense,INR
2406,2015-01-19 07:34:00,Cash,Food,Unknown,milk half gold,29.0,Expense,INR
2407,2015-01-18 07:33:20,Cash,Food,Unknown,vegetable,60.0,Expense,INR
2408,2015-01-18 07:31:42,Cash,Food,Unknown,tea,8.0,Expense,INR
2409,2015-01-18 07:31:42,Cash,Food,Unknown,milk half gold,29.0,Expense,INR
2410,2015-01-16 16:33:49,Cash,Transportation,Unknown,auto - GTR to hospital,30.0,Expense,INR
2411,2015-01-16 16:32:42,Cash,Transportation,Unknown,auto - Alk to GTR,50.0,Expense,INR
2412,2015-01-16 16:30:51,Cash,Transportation,Unknown,auto -  to race course,10.0,Expense,INR
2413,2015-01-15 22:22:20,Cash,Food,Unknown,Ratri Bazar,155.0,Expense,INR
2414,2015-01-15 18:23:11,Cash,Transportation,Unknown,auto - Amit nagar to b45,100.0,Expense,INR
2415,2015-01-15 18:23:03,Cash,Food,Unknown,tea,10.0,Expense,INR
2416,2015-01-14 23:38:24,Cash,Food,Unknown,3 bananas,13.0,Expense,INR
2417,2015-01-14 15:35:57,Cash,Food,Unknown,Lunch - chicken fried rice + chicken soup,120.0,Expense,INR
2418,2015-01-14 12:42:56,Saving Bank account 1,Transportation,Unknown,travels - Mumbai to brc,760.0,Expense,INR
2419,2015-01-13 18:52:47,Cash,Other,Unknown,Internet renewal,500.0,Expense,INR
2420,2015-01-13 18:52:47,Cash,Food,Unknown,tea,10.0,Expense,INR
